id,seq,task,response,confidence,fol,interactions,correct,some_all,rt
participant_18,722,IE4,"[""nvc""]",guessed,"[""Oac""]","[{""time"": 40407, ""option"": ""nvc"", ""state"": true}]",0.0,False,41635
participant_18,723,II2,"[""Iac"", ""Ica"", ""Oac"", ""Oca""]",confident,"[""NVC""]","[{""time"": 19312, ""option"": ""Iac"", ""state"": true}, {""time"": 23501, ""option"": ""Ica"", ""state"": true}, {""time"": 24247, ""option"": ""Oac"", ""state"": true}, {""time"": 24892, ""option"": ""Oca"", ""state"": true}]",0.0,False,26624
participant_18,724,IO3,"[""Iac"", ""Ica""]",guessed,"[""NVC""]","[{""time"": 15367, ""option"": ""Iac"", ""state"": true}, {""time"": 17419, ""option"": ""Ica"", ""state"": true}]",0.0,False,28109
participant_18,725,AE2,"[""Eac""]",guessed,"[""Oac""]","[{""time"": 22437, ""option"": ""Eac"", ""state"": true}]",0.0,False,45711
participant_18,726,OA1,"[""Iac"", ""Ica"", ""Oac"", ""Oca""]",confident,"[""NVC""]","[{""time"": 6636, ""option"": ""Iac"", ""state"": true}, {""time"": 19402, ""option"": ""Ica"", ""state"": true}, {""time"": 27135, ""option"": ""Oac"", ""state"": true}, {""time"": 28002, ""option"": ""Oca"", ""state"": true}]",0.0,False,29166
participant_18,727,AE4,"[""Eac"", ""Eca""]",confident,"[""Oac""]","[{""time"": 10542, ""option"": ""Eac"", ""state"": true}, {""time"": 11304, ""option"": ""Eca"", ""state"": true}]",0.0,False,12896
participant_18,728,IA4,"[""Iac"", ""Ica"", ""Oac"", ""Oca""]",confident,"[""Ica"", ""Iac""]","[{""time"": 13614, ""option"": ""Iac"", ""state"": true}, {""time"": 14166, ""option"": ""Ica"", ""state"": true}, {""time"": 28390, ""option"": ""Oac"", ""state"": true}, {""time"": 29044, ""option"": ""Oca"", ""state"": true}]",0.5,False,34922
participant_18,729,EA1,"[""nvc""]",guessed,"[""Oca""]","[{""time"": 26482, ""option"": ""nvc"", ""state"": true}]",0.0,False,28100
participant_18,730,IA1,"[""Iac"", ""Ica"", ""Oac"", ""Oca""]",confident,"[""Ica"", ""Iac""]","[{""time"": 4456, ""option"": ""Iac"", ""state"": true}, {""time"": 5404, ""option"": ""Ica"", ""state"": true}, {""time"": 6089, ""option"": ""Oac"", ""state"": true}, {""time"": 6770, ""option"": ""Oca"", ""state"": true}]",0.5,False,11602
participant_18,731,EA2,"[""Eac"", ""Eca""]",confident,"[""Oca"", ""Eca"", ""Eac"", ""Oac""]","[{""time"": 6706, ""option"": ""Eac"", ""state"": true}, {""time"": 7723, ""option"": ""Eca"", ""state"": true}]",0.5,False,9072
participant_18,732,IE2,"[""Eac"", ""Eca""]",confident,"[""Oac""]","[{""time"": 23605, ""option"": ""Eac"", ""state"": true}, {""time"": 36292, ""option"": ""Eca"", ""state"": true}]",0.0,False,37379
participant_18,733,EO2,"[""Eca""]",guessed,"[""NVC""]","[{""time"": 35683, ""option"": ""Eca"", ""state"": true}]",0.0,False,41066
participant_18,734,OE2,"[""Eac""]",guessed,"[""NVC""]","[{""time"": 41488, ""option"": ""Eac"", ""state"": true}]",0.0,False,57094
participant_18,735,OI3,"[""Iac"", ""Ica"", ""Oac"", ""Oca""]",confident,"[""NVC""]","[{""time"": 9337, ""option"": ""Iac"", ""state"": true}, {""time"": 10321, ""option"": ""Ica"", ""state"": true}, {""time"": 11017, ""option"": ""Oac"", ""state"": true}, {""time"": 11875, ""option"": ""Oca"", ""state"": true}]",0.0,False,13094
participant_19,672,EA4,"[""Iac"", ""Oac""]",guessed,"[""Oca""]","[{""time"": 17337, ""option"": ""Iac"", ""state"": true}, {""time"": 24748, ""option"": ""Oac"", ""state"": true}]",0.0,False,38414
participant_19,673,EA3,"[""Iac"", ""Ica"", ""Oac"", ""Oca""]",confident,"[""Oca"", ""Eca"", ""Eac"", ""Oac""]","[{""time"": 24458, ""option"": ""Iac"", ""state"": true}, {""time"": 29307, ""option"": ""Oac"", ""state"": true}, {""time"": 34006, ""option"": ""Ica"", ""state"": true}, {""time"": 36578, ""option"": ""Oca"", ""state"": true}]",0.3333333333333333,False,37726
participant_19,674,EI4,"[""nvc""]",confident,"[""Oca""]","[{""time"": 17438, ""option"": ""nvc"", ""state"": true}]",0.0,False,19718
participant_19,675,EI1,"[""Eac""]",guessed,"[""Oca""]","[{""time"": 20196, ""option"": ""Eac"", ""state"": true}]",0.0,False,32792
participant_19,676,EI3,"[""Eac""]",confident,"[""Oca""]","[{""time"": 26915, ""option"": ""Eac"", ""state"": true}]",0.0,False,38860
participant_19,677,IE1,"[""Eac""]",guessed,"[""Oac""]","[{""time"": 21825, ""option"": ""Eac"", ""state"": true}]",0.0,False,32081
participant_19,678,OI2,"[""nvc""]",confident,"[""NVC""]","[{""time"": 25797, ""option"": ""nvc"", ""state"": true}]",0.0,False,27543
participant_19,679,EO4,"[""Ica""]",confident,"[""NVC""]","[{""time"": 14076, ""option"": ""Iac"", ""state"": true}, {""time"": 19157, ""option"": ""Iac"", ""state"": false}, {""time"": 48969, ""option"": ""Ica"", ""state"": true}]",0.0,False,50326
participant_19,680,AA2,"[""nvc""]",confident,"[""Ica"", ""Iac"", ""Aca""]","[{""time"": 47557, ""option"": ""nvc"", ""state"": true}]",0.0,False,49092
participant_19,681,AI4,"[""Iac"", ""Ica"", ""Oac"", ""Oca""]",confident,"[""Ica"", ""Iac""]","[{""time"": 116513, ""option"": ""Iac"", ""state"": true}, {""time"": 120562, ""option"": ""Oac"", ""state"": true}, {""time"": 128312, ""option"": ""Ica"", ""state"": true}, {""time"": 131445, ""option"": ""Oca"", ""state"": true}]",0.5,False,132873
participant_19,682,AE1,"[""nvc""]",guessed,"[""Oca"", ""Eca"", ""Eac"", ""Oac""]","[{""time"": 31600, ""option"": ""nvc"", ""state"": true}]",0.0,False,32810
participant_19,683,EE2,"[""nvc""]",confident,"[""NVC""]","[{""time"": 15924, ""option"": ""nvc"", ""state"": true}]",0.0,False,18206
participant_19,684,AE3,"[""nvc""]",guessed,"[""Oca"", ""Eca"", ""Eac"", ""Oac""]","[{""time"": 38373, ""option"": ""nvc"", ""state"": true}]",0.0,False,40897
participant_19,685,IA2,"[""nvc""]",confident,"[""NVC""]","[{""time"": 39713, ""option"": ""nvc"", ""state"": true}]",0.0,False,41131
participant_19,686,AI1,"[""Iac"", ""Ica"", ""Oac"", ""Oca""]",confident,"[""NVC""]","[{""time"": 10641, ""option"": ""Iac"", ""state"": true}, {""time"": 21612, ""option"": ""Oac"", ""state"": true}, {""time"": 27750, ""option"": ""Ica"", ""state"": true}, {""time"": 30628, ""option"": ""Oca"", ""state"": true}]",0.0,False,31917
participant_19,687,EO3,"[""nvc""]",guessed,"[""NVC""]","[{""time"": 15378, ""option"": ""nvc"", ""state"": true}]",0.0,False,16515
participant_19,688,IO1,"[""Eac""]",guessed,"[""NVC""]","[{""time"": 28533, ""option"": ""Eac"", ""state"": true}]",0.0,False,37928
participant_19,689,IO4,"[""Iac"", ""Ica"", ""Oac"", ""Oca""]",guessed,"[""NVC""]","[{""time"": 19023, ""option"": ""Iac"", ""state"": true}, {""time"": 21105, ""option"": ""Oac"", ""state"": true}, {""time"": 23792, ""option"": ""Ica"", ""state"": true}, {""time"": 24689, ""option"": ""Oca"", ""state"": true}]",0.0,False,25745
participant_19,690,AA3,"[""Eac"", ""Eca""]",confident,"[""NVC""]","[{""time"": 35391, ""option"": ""Eac"", ""state"": true}, {""time"": 40015, ""option"": ""Eca"", ""state"": true}]",0.0,False,41794
participant_19,691,OA2,"[""nvc""]",confident,"[""NVC""]","[{""time"": 7468, ""option"": ""nvc"", ""state"": true}]",0.0,False,9762
participant_19,692,II4,"[""Eac"", ""Eca"", ""Oca""]",confident,"[""NVC""]","[{""time"": 22450, ""option"": ""Eac"", ""state"": true}, {""time"": 24192, ""option"": ""Oac"", ""state"": true}, {""time"": 26226, ""option"": ""Oac"", ""state"": false}, {""time"": 33358, ""option"": ""Eca"", ""state"": true}, {""time"": 37856, ""option"": ""Oca"", ""state"": true}]",0.0,False,39123
participant_19,693,AO4,"[""nvc""]",guessed,"[""Oac""]","[{""time"": 19800, ""option"": ""nvc"", ""state"": true}]",0.0,False,21153
participant_19,694,EO1,"[""nvc""]",confident,"[""NVC""]","[{""time"": 39724, ""option"": ""nvc"", ""state"": true}]",0.0,False,41062
participant_19,695,AO2,"[""nvc""]",guessed,"[""NVC""]","[{""time"": 33783, ""option"": ""nvc"", ""state"": true}]",0.0,False,35564
participant_19,696,II3,"[""Iac"", ""Ica"", ""Oac"", ""Oca""]",confident,"[""NVC""]","[{""time"": 10852, ""option"": ""Iac"", ""state"": true}, {""time"": 12249, ""option"": ""Oac"", ""state"": true}, {""time"": 13108, ""option"": ""Ica"", ""state"": true}, {""time"": 13972, ""option"": ""Oca"", ""state"": true}]",0.0,False,15037
participant_19,697,AI3,"[""Aca"", ""Eac"", ""Eca"", ""Oac"", ""Oca""]",confident,"[""NVC""]","[{""time"": 15830, ""option"": ""Eac"", ""state"": true}, {""time"": 20719, ""option"": ""Oac"", ""state"": true}, {""time"": 26659, ""option"": ""Aca"", ""state"": true}, {""time"": 29355, ""option"": ""Ica"", ""state"": true}, {""time"": 31580, ""option"": ""Ica"", ""state"": false}, {""time"": 32378, ""option"": ""Eca"", ""state"": true}, {""time"": 35726, ""option"": ""Oca"", ""state"": true}]",0.0,False,36861
participant_19,698,AO3,"[""Eca"", ""Oac"", ""Oca""]",confident,"[""Oca""]","[{""time"": 27899, ""option"": ""Oac"", ""state"": true}, {""time"": 39778, ""option"": ""Eca"", ""state"": true}, {""time"": 42232, ""option"": ""Oca"", ""state"": true}]",0.3333333333333333,False,43186
participant_19,699,OA3,"[""nvc""]",confident,"[""Oac""]","[{""time"": 17817, ""option"": ""nvc"", ""state"": true}]",0.0,False,20288
participant_19,700,OO1,"[""Iac"", ""Ica"", ""Oac"", ""Oca""]",confident,"[""NVC""]","[{""time"": 9587, ""option"": ""Iac"", ""state"": true}, {""time"": 11180, ""option"": ""Oac"", ""state"": true}, {""time"": 13002, ""option"": ""Ica"", ""state"": true}, {""time"": 13884, ""option"": ""Oca"", ""state"": true}]",0.0,False,14757
participant_19,701,OO3,"[""nvc""]",guessed,"[""NVC""]","[{""time"": 20782, ""option"": ""nvc"", ""state"": true}]",0.0,False,22611
participant_19,702,IE3,"[""Eac"", ""Eca""]",guessed,"[""Oac""]","[{""time"": 15832, ""option"": ""Eac"", ""state"": true}, {""time"": 18006, ""option"": ""Eca"", ""state"": true}]",0.0,False,20032
participant_19,703,EE3,"[""nvc""]",confident,"[""NVC""]","[{""time"": 17679, ""option"": ""nvc"", ""state"": true}]",0.0,False,19550
participant_19,736,AE4,"[""Eca""]",guessed,"[""Oac""]","[{""time"": 34685, ""option"": ""Eca"", ""state"": true}]",0.0,True,37319
participant_19,737,OA1,"[""Oac""]",guessed,"[""NVC""]","[{""time"": 22836, ""option"": ""Oac"", ""state"": true}]",0.0,True,24929
participant_19,738,IE2,"[""Aca"", ""Ica""]",guessed,"[""Oac""]","[{""time"": 30692, ""option"": ""Ica"", ""state"": true}, {""time"": 40903, ""option"": ""Aca"", ""state"": true}]",0.0,True,42139
participant_19,739,AO1,"[""Oac""]",confident,"[""NVC""]","[{""time"": 21797, ""option"": ""Oac"", ""state"": true}]",0.0,True,26352
participant_19,740,EE4,"[""nvc""]",confident,"[""NVC""]","[{""time"": 34533, ""option"": ""nvc"", ""state"": true}]",0.0,True,35856
participant_19,741,IA1,"[""Iac"", ""Ica""]",guessed,"[""Ica"", ""Iac""]","[{""time"": 21736, ""option"": ""Ica"", ""state"": true}, {""time"": 38518, ""option"": ""Iac"", ""state"": true}]",1.0,True,40131
participant_19,742,EI2,"[""Iac""]",guessed,"[""Oca""]","[{""time"": 41678, ""option"": ""Iac"", ""state"": true}]",0.0,True,43087
participant_19,743,IE4,"[""Oca""]",guessed,"[""Oac""]","[{""time"": 19157, ""option"": ""Oca"", ""state"": true}]",0.0,True,22070
participant_19,744,AI2,"[""Iac"", ""Ica""]",confident,"[""Ica"", ""Iac""]","[{""time"": 19203, ""option"": ""Iac"", ""state"": true}, {""time"": 26126, ""option"": ""Ica"", ""state"": true}]",1.0,True,28341
participant_19,745,OA4,"[""nvc""]",guessed,"[""Oca""]","[{""time"": 34632, ""option"": ""nvc"", ""state"": true}]",0.0,True,35806
participant_19,746,OE1,"[""Oac""]",guessed,"[""NVC""]","[{""time"": 37074, ""option"": ""Oac"", ""state"": true}]",0.0,True,40069
participant_19,747,OO2,"[""Ica""]",confident,"[""NVC""]","[{""time"": 38722, ""option"": ""Ica"", ""state"": true}]",0.0,True,41154
participant_19,748,IA4,"[""Iac""]",confident,"[""Ica"", ""Iac""]","[{""time"": 18932, ""option"": ""Iac"", ""state"": true}]",0.5,True,23204
participant_19,749,OO4,"[""nvc""]",confident,"[""NVC""]","[{""time"": 26286, ""option"": ""nvc"", ""state"": true}]",0.0,True,27623
participant_19,750,II2,"[""Ica""]",confident,"[""NVC""]","[{""time"": 21995, ""option"": ""Ica"", ""state"": true}]",0.0,True,24876
participant_19,751,EA1,"[""nvc""]",guessed,"[""Oca""]","[{""time"": 28992, ""option"": ""nvc"", ""state"": true}]",0.0,True,29833
participant_19,752,II1,"[""Ica""]",confident,"[""NVC""]","[{""time"": 17092, ""option"": ""Ica"", ""state"": true}]",0.0,True,19367
participant_19,753,EO2,"[""Iac""]",confident,"[""NVC""]","[{""time"": 14819, ""option"": ""Iac"", ""state"": true}]",0.0,True,17007
participant_19,754,EA2,"[""nvc""]",guessed,"[""Oca"", ""Eca"", ""Eac"", ""Oac""]","[{""time"": 34679, ""option"": ""nvc"", ""state"": true}]",0.0,True,35853
participant_19,755,OI3,"[""Eac""]",confident,"[""NVC""]","[{""time"": 15511, ""option"": ""Eac"", ""state"": true}]",0.0,True,18481
participant_19,756,OE3,"[""Iac""]",confident,"[""NVC""]","[{""time"": 32065, ""option"": ""Iac"", ""state"": true}]",0.0,True,34661
participant_19,757,OI4,"[""Oac""]",guessed,"[""NVC""]","[{""time"": 20000, ""option"": ""Oac"", ""state"": true}]",0.0,True,20986
participant_19,758,IO3,"[""Iac"", ""Ica""]",guessed,"[""NVC""]","[{""time"": 18899, ""option"": ""Ica"", ""state"": true}, {""time"": 24201, ""option"": ""Iac"", ""state"": true}]",0.0,True,25586
participant_19,759,IO2,"[""Oac""]",guessed,"[""NVC""]","[{""time"": 12821, ""option"": ""Oac"", ""state"": true}]",0.0,True,19267
participant_19,760,OE4,"[""Ica""]",guessed,"[""NVC""]","[{""time"": 18375, ""option"": ""Ica"", ""state"": true}]",0.0,True,19678
participant_19,761,IA3,"[""Eac""]",guessed,"[""NVC""]","[{""time"": 34120, ""option"": ""Eac"", ""state"": true}]",0.0,True,35107
participant_19,762,EE1,"[""Ica"", ""Oca""]",confident,"[""NVC""]","[{""time"": 24651, ""option"": ""Oca"", ""state"": true}, {""time"": 27289, ""option"": ""Ica"", ""state"": true}]",0.0,True,29698
participant_19,763,AE2,"[""Eca""]",confident,"[""Oac""]","[{""time"": 19774, ""option"": ""Eca"", ""state"": true}]",0.0,True,21401
participant_19,764,AA4,"[""Aac"", ""Aca"", ""Iac"", ""Ica""]",guessed,"[""Ica"", ""Iac""]","[{""time"": 10870, ""option"": ""Ica"", ""state"": true}, {""time"": 15869, ""option"": ""Iac"", ""state"": true}, {""time"": 38089, ""option"": ""Aac"", ""state"": true}, {""time"": 39721, ""option"": ""Aca"", ""state"": true}, {""time"": 43250, ""option"": ""Aca"", ""state"": false}, {""time"": 45211, ""option"": ""Aca"", ""state"": true}]",0.5,True,46846
participant_19,765,AA1,"[""Aac""]",confident,"[""Aac"", ""Iac"", ""Ica""]","[{""time"": 17095, ""option"": ""Aac"", ""state"": true}]",0.3333333333333333,True,18425
participant_19,766,OE2,"[""nvc""]",guessed,"[""NVC""]","[{""time"": 6452, ""option"": ""nvc"", ""state"": true}]",0.0,True,7882
participant_19,767,OI1,"[""Iac""]",confident,"[""NVC""]","[{""time"": 21623, ""option"": ""Iac"", ""state"": true}]",0.0,True,24031
participant_2,704,IO4,"[""Iac"", ""Ica"", ""Oac"", ""Oca""]",guessed,"[""NVC""]","[{""time"": 10504, ""option"": ""Iac"", ""state"": true}, {""time"": 13710, ""option"": ""Oac"", ""state"": true}, {""time"": 15883, ""option"": ""Ica"", ""state"": true}, {""time"": 17075, ""option"": ""Oca"", ""state"": true}]",0.0,False,19024
participant_2,705,AI1,"[""Iac"", ""Ica"", ""Oac"", ""Oca""]",guessed,"[""NVC""]","[{""time"": 15577, ""option"": ""Iac"", ""state"": true}, {""time"": 18416, ""option"": ""Oac"", ""state"": true}, {""time"": 20081, ""option"": ""Ica"", ""state"": true}, {""time"": 21226, ""option"": ""Oca"", ""state"": true}]",0.0,False,26093
participant_2,706,IA2,"[""Iac"", ""Ica"", ""Oac"", ""Oca""]",guessed,"[""NVC""]","[{""time"": 213716, ""option"": ""Ica"", ""state"": true}, {""time"": 215705, ""option"": ""Oca"", ""state"": true}, {""time"": 222068, ""option"": ""Oac"", ""state"": true}, {""time"": 223705, ""option"": ""Iac"", ""state"": true}]",0.0,False,228174
participant_2,707,II3,"[""Iac"", ""Ica"", ""Oac"", ""Oca""]",guessed,"[""NVC""]","[{""time"": 2979, ""option"": ""Iac"", ""state"": true}, {""time"": 3708, ""option"": ""Oac"", ""state"": true}, {""time"": 4548, ""option"": ""Ica"", ""state"": true}, {""time"": 5308, ""option"": ""Oca"", ""state"": true}]",0.0,False,6472
participant_2,708,EI3,"[""Iac"", ""Ica"", ""Oac"", ""Oca""]",confident,"[""Oca""]","[{""time"": 16595, ""option"": ""Iac"", ""state"": true}, {""time"": 22335, ""option"": ""Oac"", ""state"": true}, {""time"": 25268, ""option"": ""Ica"", ""state"": true}, {""time"": 27807, ""option"": ""Oca"", ""state"": true}]",0.25,False,29743
participant_2,709,OO1,"[""Iac"", ""Ica"", ""Oac"", ""Oca""]",confident,"[""NVC""]","[{""time"": 11172, ""option"": ""Oac"", ""state"": true}, {""time"": 14997, ""option"": ""Iac"", ""state"": true}, {""time"": 16736, ""option"": ""Ica"", ""state"": true}, {""time"": 18427, ""option"": ""Oca"", ""state"": true}]",0.0,False,22563
participant_2,710,AI3,"[""Eac"", ""Eca"", ""Oac"", ""Oca""]",guessed,"[""NVC""]","[{""time"": 4007, ""option"": ""Iac"", ""state"": true}, {""time"": 5295, ""option"": ""Oac"", ""state"": true}, {""time"": 6710, ""option"": ""Ica"", ""state"": true}, {""time"": 7821, ""option"": ""Oca"", ""state"": true}, {""time"": 12626, ""option"": ""Ica"", ""state"": false}, {""time"": 14203, ""option"": ""Oca"", ""state"": false}, {""time"": 15814, ""option"": ""Iac"", ""state"": false}, {""time"": 16563, ""option"": ""Oac"", ""state"": false}, {""time"": 135110, ""option"": ""Eac"", ""state"": true}, {""time"": 144056, ""option"": ""Oac"", ""state"": true}, {""time"": 157554, ""option"": ""Eca"", ""state"": true}, {""time"": 161864, ""option"": ""Oca"", ""state"": true}]",0.0,False,164233
participant_2,711,OI2,"[""Iac"", ""Ica"", ""Oac"", ""Oca""]",confident,"[""NVC""]","[{""time"": 3750, ""option"": ""Iac"", ""state"": true}, {""time"": 4653, ""option"": ""Oac"", ""state"": true}, {""time"": 5652, ""option"": ""Ica"", ""state"": true}, {""time"": 7272, ""option"": ""Oca"", ""state"": true}]",0.0,False,17280
participant_2,712,OA3,"[""Eac"", ""Eca"", ""Oac"", ""Oca""]",guessed,"[""Oac""]","[{""time"": 18383, ""option"": ""Eca"", ""state"": true}, {""time"": 23274, ""option"": ""Oca"", ""state"": true}, {""time"": 29702, ""option"": ""Eac"", ""state"": true}, {""time"": 74209, ""option"": ""Oac"", ""state"": true}, {""time"": 75756, ""option"": ""Oac"", ""state"": false}, {""time"": 77697, ""option"": ""Oac"", ""state"": true}]",0.25,False,78606
participant_2,713,AO3,"[""Ica"", ""Eac"", ""Oac"", ""Oca""]",guessed,"[""Oca""]","[{""time"": 10823, ""option"": ""Eca"", ""state"": true}, {""time"": 14145, ""option"": ""Eca"", ""state"": false}, {""time"": 28605, ""option"": ""Eac"", ""state"": true}, {""time"": 41167, ""option"": ""Ica"", ""state"": true}, {""time"": 45112, ""option"": ""Oca"", ""state"": true}, {""time"": 56112, ""option"": ""Oac"", ""state"": true}]",0.25,False,57004
participant_2,714,EI1,"[""Iac"", ""Ica"", ""Oac"", ""Oca""]",guessed,"[""Oca""]","[{""time"": 10216, ""option"": ""Iac"", ""state"": true}, {""time"": 12795, ""option"": ""Oac"", ""state"": true}, {""time"": 21200, ""option"": ""Ica"", ""state"": true}, {""time"": 23002, ""option"": ""Oca"", ""state"": true}]",0.25,False,24832
participant_2,715,IE1,"[""Iac"", ""Ica"", ""Oac"", ""Oca""]",guessed,"[""Oac""]","[{""time"": 11226, ""option"": ""Eac"", ""state"": true}, {""time"": 24298, ""option"": ""Oca"", ""state"": true}, {""time"": 25411, ""option"": ""Ica"", ""state"": true}, {""time"": 29107, ""option"": ""Iac"", ""state"": true}, {""time"": 30237, ""option"": ""Oac"", ""state"": true}, {""time"": 30785, ""option"": ""Eac"", ""state"": false}]",0.25,False,31746
participant_2,716,EO3,"[""Iac"", ""Ica"", ""Oac"", ""Oca""]",guessed,"[""NVC""]","[{""time"": 8359, ""option"": ""Iac"", ""state"": true}, {""time"": 9250, ""option"": ""Oac"", ""state"": true}, {""time"": 10100, ""option"": ""Ica"", ""state"": true}, {""time"": 10841, ""option"": ""Oca"", ""state"": true}]",0.0,False,11750
participant_2,717,EA3,"[""Eac"", ""Eca""]",guessed,"[""Oca"", ""Eca"", ""Eac"", ""Oac""]","[{""time"": 12522, ""option"": ""Eac"", ""state"": true}, {""time"": 24917, ""option"": ""Eca"", ""state"": true}]",0.5,False,45733
participant_2,718,IO1,"[""Iac"", ""Ica"", ""Oac"", ""Oca""]",guessed,"[""NVC""]","[{""time"": 15751, ""option"": ""Iac"", ""state"": true}, {""time"": 17634, ""option"": ""Oac"", ""state"": true}, {""time"": 18747, ""option"": ""Ica"", ""state"": true}, {""time"": 19576, ""option"": ""Oca"", ""state"": true}]",0.0,False,20507
participant_2,719,AE1,"[""Eac"", ""Eca""]",guessed,"[""Oca"", ""Eca"", ""Eac"", ""Oac""]","[{""time"": 18215, ""option"": ""Eac"", ""state"": true}, {""time"": 35443, ""option"": ""Eca"", ""state"": true}]",0.5,False,37001
participant_2,720,AA2,"[""Iac"", ""Ica"", ""Oac"", ""Oca""]",guessed,"[""Ica"", ""Iac"", ""Aca""]","[{""time"": 20986, ""option"": ""Iac"", ""state"": true}, {""time"": 23243, ""option"": ""Oac"", ""state"": true}, {""time"": 26764, ""option"": ""Ica"", ""state"": true}, {""time"": 27586, ""option"": ""Oca"", ""state"": true}]",0.4,False,28455
participant_2,721,OA2,"[""Iac"", ""Ica"", ""Oac"", ""Oca""]",guessed,"[""NVC""]","[{""time"": 11153, ""option"": ""Iac"", ""state"": true}, {""time"": 12024, ""option"": ""Oac"", ""state"": true}, {""time"": 13119, ""option"": ""Eca"", ""state"": true}, {""time"": 13835, ""option"": ""Ica"", ""state"": true}, {""time"": 14354, ""option"": ""Eca"", ""state"": false}, {""time"": 15193, ""option"": ""Oca"", ""state"": true}]",0.0,False,16733
participant_2,722,AI4,"[""Iac"", ""Ica"", ""Oac"", ""Oca""]",guessed,"[""Ica"", ""Iac""]","[{""time"": 6196, ""option"": ""Iac"", ""state"": true}, {""time"": 7218, ""option"": ""Oac"", ""state"": true}, {""time"": 8139, ""option"": ""Ica"", ""state"": true}, {""time"": 9015, ""option"": ""Oca"", ""state"": true}]",0.5,False,10916
participant_2,723,AA3,"[""Iac"", ""Ica"", ""Oac"", ""Oca""]",guessed,"[""NVC""]","[{""time"": 14978, ""option"": ""Iac"", ""state"": true}, {""time"": 15789, ""option"": ""Oac"", ""state"": true}, {""time"": 16560, ""option"": ""Ica"", ""state"": true}, {""time"": 17197, ""option"": ""Oca"", ""state"": true}]",0.0,False,18664
participant_2,724,EA4,"[""Eca""]",guessed,"[""Oca""]","[{""time"": 73608, ""option"": ""Aac"", ""state"": true}, {""time"": 74742, ""option"": ""Aac"", ""state"": false}, {""time"": 74957, ""option"": ""Aac"", ""state"": true}, {""time"": 75565, ""option"": ""Aac"", ""state"": false}, {""time"": 96853, ""option"": ""Eca"", ""state"": true}]",0.0,False,111423
participant_2,725,IE3,"[""Iac"", ""Ica"", ""Oac"", ""Oca""]",guessed,"[""Oac""]","[{""time"": 13999, ""option"": ""Ica"", ""state"": true}, {""time"": 15987, ""option"": ""Oca"", ""state"": true}, {""time"": 17103, ""option"": ""Iac"", ""state"": true}, {""time"": 17753, ""option"": ""Oac"", ""state"": true}]",0.25,False,18380
participant_2,726,EO4,"[""Iac"", ""Ica"", ""Oac"", ""Oca""]",guessed,"[""NVC""]","[{""time"": 19952, ""option"": ""Iac"", ""state"": true}, {""time"": 20919, ""option"": ""Oac"", ""state"": true}, {""time"": 21697, ""option"": ""Ica"", ""state"": true}, {""time"": 22385, ""option"": ""Oca"", ""state"": true}]",0.0,False,23225
participant_2,727,AO4,"[""Iac"", ""Ica"", ""Oac"", ""Oca""]",guessed,"[""Oac""]","[{""time"": 8073, ""option"": ""Iac"", ""state"": true}, {""time"": 9168, ""option"": ""Oac"", ""state"": true}, {""time"": 9970, ""option"": ""Ica"", ""state"": true}, {""time"": 10670, ""option"": ""Oca"", ""state"": true}]",0.25,False,11428
participant_2,728,AO2,"[""Iac"", ""Ica"", ""Oac"", ""Oca""]",guessed,"[""NVC""]","[{""time"": 10420, ""option"": ""Iac"", ""state"": true}, {""time"": 12116, ""option"": ""Oac"", ""state"": true}, {""time"": 12794, ""option"": ""Ica"", ""state"": true}, {""time"": 13415, ""option"": ""Oca"", ""state"": true}]",0.0,False,14113
participant_2,729,AE3,"[""Iac"", ""Ica"", ""Oac"", ""Oca""]",guessed,"[""Oca"", ""Eca"", ""Eac"", ""Oac""]","[{""time"": 3410, ""option"": ""Iac"", ""state"": true}, {""time"": 11357, ""option"": ""Iac"", ""state"": false}, {""time"": 19517, ""option"": ""Iac"", ""state"": true}, {""time"": 20276, ""option"": ""Oac"", ""state"": true}, {""time"": 21068, ""option"": ""Ica"", ""state"": true}, {""time"": 21705, ""option"": ""Oca"", ""state"": true}]",0.3333333333333333,False,22899
participant_2,730,OO3,"[""Iac"", ""Ica"", ""Oac"", ""Oca""]",guessed,"[""NVC""]","[{""time"": 5178, ""option"": ""Ica"", ""state"": true}, {""time"": 7115, ""option"": ""Oca"", ""state"": true}, {""time"": 9435, ""option"": ""Iac"", ""state"": true}, {""time"": 10693, ""option"": ""Oac"", ""state"": true}]",0.0,False,11669
participant_2,731,EE2,"[""Iac"", ""Ica"", ""Oac"", ""Oca""]",guessed,"[""NVC""]","[{""time"": 8077, ""option"": ""Iac"", ""state"": true}, {""time"": 8736, ""option"": ""Oac"", ""state"": true}, {""time"": 9851, ""option"": ""Ica"", ""state"": true}, {""time"": 10499, ""option"": ""Oca"", ""state"": true}]",0.0,False,11299
participant_2,732,EI4,"[""Iac"", ""Ica"", ""Oac"", ""Oca""]",guessed,"[""Oca""]","[{""time"": 19126, ""option"": ""Oac"", ""state"": true}, {""time"": 20243, ""option"": ""Iac"", ""state"": true}, {""time"": 20931, ""option"": ""Ica"", ""state"": true}, {""time"": 21592, ""option"": ""Oca"", ""state"": true}]",0.25,False,22503
