id,task,response,guessing,guessing_text,strategy,strategy_text,rt
participant_20,west_south,nvc,yes,"When I couldn’t work it out. The bi- directional ones, such as north east, south west.",spatial,,32074
participant_20,east_north-west,nvc,yes,"When I couldn’t work it out. The bi- directional ones, such as north east, south west.",spatial,,20528
participant_20,north_south-west,nvc,yes,"When I couldn’t work it out. The bi- directional ones, such as north east, south west.",spatial,,8087
participant_20,north-west_south-west,nvc,yes,"When I couldn’t work it out. The bi- directional ones, such as north east, south west.",spatial,,64285
participant_20,north-east_south-east,nvc,yes,"When I couldn’t work it out. The bi- directional ones, such as north east, south west.",spatial,,17163
participant_20,north_north-west,south-east,yes,"When I couldn’t work it out. The bi- directional ones, such as north east, south west.",spatial,,36872
participant_20,north_south-east,south,yes,"When I couldn’t work it out. The bi- directional ones, such as north east, south west.",spatial,,108622
participant_20,south_west,east,yes,"When I couldn’t work it out. The bi- directional ones, such as north east, south west.",spatial,,76566
participant_20,south-east_north,north-west,yes,"When I couldn’t work it out. The bi- directional ones, such as north east, south west.",spatial,,33941
participant_20,south-west_east,west,yes,"When I couldn’t work it out. The bi- directional ones, such as north east, south west.",spatial,,33462
participant_20,south-west_west,east,yes,"When I couldn’t work it out. The bi- directional ones, such as north east, south west.",spatial,,54770
participant_20,south-west_south,nvc,yes,"When I couldn’t work it out. The bi- directional ones, such as north east, south west.",spatial,,19595
participant_20,east_north-east,south,yes,"When I couldn’t work it out. The bi- directional ones, such as north east, south west.",spatial,,102457
participant_20,north_north-east,south,yes,"When I couldn’t work it out. The bi- directional ones, such as north east, south west.",spatial,,24516
participant_20,north-east_north-east,south,yes,"When I couldn’t work it out. The bi- directional ones, such as north east, south west.",spatial,,38937
participant_20,east_south-east,nvc,yes,"When I couldn’t work it out. The bi- directional ones, such as north east, south west.",spatial,,58327
participant_20,north-west_north-west,south,yes,"When I couldn’t work it out. The bi- directional ones, such as north east, south west.",spatial,,26219
participant_20,south-east_west,nvc,yes,"When I couldn’t work it out. The bi- directional ones, such as north east, south west.",spatial,,26486
participant_20,west_west,nvc,yes,"When I couldn’t work it out. The bi- directional ones, such as north east, south west.",spatial,,26774
participant_21,north-west_south-west,east,no,,spatial,,28567
participant_21,south-west_south,north-east,no,,spatial,,39732
participant_21,north-west_north-west,south-east,no,,spatial,,45518
participant_21,south_west,north-east,no,,spatial,,29203
participant_21,east_south-west,north,no,,spatial,,36631
participant_21,north-west_south-east,nvc,no,,spatial,,25503
participant_21,north_south-east,west,no,,spatial,,17475
participant_21,south-east_west,nvc,no,,spatial,,41594
participant_21,east_north-east,south-west,no,,spatial,,29377
participant_21,east_south-east,north-west,no,,spatial,,41293
participant_21,north_north-east,south-west,no,,spatial,,26284
participant_21,north-east_south-west,nvc,no,,spatial,,26261
participant_21,north-east_north-west,south,no,,spatial,,22285
participant_21,south_east,north-west,no,,spatial,,19734
participant_21,west_west,east,no,,spatial,,34774
participant_21,south-west_west,north-east,no,,spatial,,28050
participant_21,south-east_north,west,no,,spatial,,23253
participant_21,north_south-west,east,no,,spatial,,34852
participant_21,north-east_north-east,south-west,no,,spatial,,35134
participant_21,south-east_east,north,no,,spatial,,77603
participant_21,west_north,south-east,no,,spatial,,28640
participant_21,north-west_north-east,south,no,,spatial,,60658
participant_21,south_south,north,no,,spatial,,20155
participant_21,south-east_south,north-west,no,,spatial,,33676
participant_21,east_north-west,south,no,,spatial,,28071
participant_21,south-west_east,north,no,,spatial,,74421
participant_21,west_east,nvc,no,,spatial,,50850
participant_21,south-west_north,east,no,,spatial,,37260
participant_21,west_south,north-east,no,,spatial,,30178
participant_21,south_north,nvc,no,,spatial,,20463
participant_21,north_north-west,south-east,no,,spatial,,40799
participant_21,north-east_south-east,west,no,,spatial,,50936
participant_22,south-east_south,north-west,no,,spatial,,18962
participant_22,north-east_south-east,south-west,no,,spatial,,1260
participant_22,north-west_north-east,north-west,no,,spatial,,1200
participant_22,south-east_north,south-east,no,,spatial,,1433
participant_22,east_north-west,west,no,,spatial,,3254
participant_22,west_south,south-east,no,,spatial,,2781
participant_22,west_north,north-east,no,,spatial,,2449
participant_22,east_north-east,south-west,no,,spatial,,1097
participant_22,north_north-west,south,no,,spatial,,19124
participant_22,west_east,west,no,,spatial,,18969
participant_22,south-west_north,north-west,no,,spatial,,1560
participant_22,south-west_east,west,no,,spatial,,2065
participant_22,north-east_north-east,south-east,no,,spatial,,6506
participant_22,south_south,north-east,no,,spatial,,1090
participant_22,south_north,south,no,,spatial,,27075
participant_22,north-west_south-west,north-east,no,,spatial,,19474
participant_22,north-west_south-east,west,no,,spatial,,6577
participant_22,north-east_north-west,south-west,no,,spatial,,42280
participant_22,north_south-west,south-east,no,,spatial,,37422
participant_22,south_east,north-west,no,,spatial,,22510
participant_22,south-east_west,north,no,,spatial,,19137
participant_22,south-east_east,south-east,no,,spatial,,2317
participant_22,north_south-east,north-west,no,,spatial,,21848
participant_22,north-east_south-west,north-west,no,,spatial,,15379
participant_22,north-west_north-west,south-east,no,,spatial,,16716
participant_22,north_north-east,west,no,,spatial,,13905
participant_22,south-west_south,north-east,no,,spatial,,35000
participant_22,south-west_west,north,no,,spatial,,34309
participant_22,west_west,south-west,no,,spatial,,1257
participant_22,east_south-west,north-west,no,,spatial,,1303
participant_22,south_west,south-west,no,,spatial,,1453
participant_22,east_south-east,north-west,no,,spatial,,18669
participant_23,south-east_west,north,yes,If I wasn't sure I guessed,spatial,,16915
participant_23,north-west_north-east,south,yes,If I wasn't sure I guessed,spatial,,20590
participant_23,west_north,south-east,yes,If I wasn't sure I guessed,spatial,,23173
participant_23,north-east_south-west,north,yes,If I wasn't sure I guessed,spatial,,27161
participant_23,north_south-east,east,yes,If I wasn't sure I guessed,spatial,,20862
participant_23,east_south-east,north-east,yes,If I wasn't sure I guessed,spatial,,25696
participant_23,south-east_north,west,yes,If I wasn't sure I guessed,spatial,,19314
participant_23,north-west_south-west,north-east,yes,If I wasn't sure I guessed,spatial,,17889
participant_23,west_east,nvc,yes,If I wasn't sure I guessed,spatial,,29450
participant_23,south-west_west,north-east,yes,If I wasn't sure I guessed,spatial,,22782
participant_23,south_north,south,yes,If I wasn't sure I guessed,spatial,,31300
participant_23,west_west,east,yes,If I wasn't sure I guessed,spatial,,21510
participant_23,south-east_south,north,yes,If I wasn't sure I guessed,spatial,,23098
participant_23,north_north-east,south-west,yes,If I wasn't sure I guessed,spatial,,16041
participant_23,north-west_north-west,south-east,yes,If I wasn't sure I guessed,spatial,,23289
participant_23,north-east_north-west,south,yes,If I wasn't sure I guessed,spatial,,27938
participant_23,south_south,north,yes,If I wasn't sure I guessed,spatial,,16918
participant_23,south_east,north-east,yes,If I wasn't sure I guessed,spatial,,16325
participant_23,south-west_east,north,yes,If I wasn't sure I guessed,spatial,,45861
participant_23,north-west_south-east,nvc,yes,If I wasn't sure I guessed,spatial,,32202
participant_23,south-west_north,east,yes,If I wasn't sure I guessed,spatial,,49221
participant_23,north-east_north-east,south-west,yes,If I wasn't sure I guessed,spatial,,21339
participant_23,east_south-west,north-west,yes,If I wasn't sure I guessed,spatial,,18047
participant_23,north-east_south-east,north-west,yes,If I wasn't sure I guessed,spatial,,32730
participant_23,south-west_south,north-east,yes,If I wasn't sure I guessed,spatial,,22132
participant_23,south-east_east,north,yes,If I wasn't sure I guessed,spatial,,23989
participant_23,east_north-east,south-west,yes,If I wasn't sure I guessed,spatial,,15924
participant_23,north_south-west,nvc,yes,If I wasn't sure I guessed,spatial,,26943
participant_23,north_north-west,south-east,yes,If I wasn't sure I guessed,spatial,,23579
participant_23,west_south,north-east,yes,If I wasn't sure I guessed,spatial,,16984
participant_23,south_west,north-east,yes,If I wasn't sure I guessed,spatial,,28915
participant_23,east_north-west,south-west,yes,If I wasn't sure I guessed,spatial,,23736
participant_24,south-east_east,north-west,no,,spatial,,27432
participant_24,south-east_north,south-west,no,,spatial,,21792
participant_24,west_east,nvc,no,,spatial,,9258
participant_24,south-west_south,south-west,no,,spatial,,20258
participant_24,south-west_west,south-west,no,,spatial,,56641
participant_24,south_north,nvc,no,,spatial,,7908
participant_24,south-west_east,north,no,,spatial,,29466
participant_24,north-east_south-east,east,no,,spatial,,24568
participant_24,west_south,north-east,no,,spatial,,15914
participant_24,north-west_north-west,south-east,no,,spatial,,21792
participant_24,north-west_south-west,east,no,,spatial,,18360
participant_24,south-west_north,east,no,,spatial,,12633
participant_24,north-west_north-east,south,no,,spatial,,14603
participant_24,north-west_south-east,nvc,no,,spatial,,11730
participant_24,north-east_north-west,south,no,,spatial,,20950
participant_24,east_south-east,north-west,no,,spatial,,11094
participant_24,west_west,east,no,,spatial,,12923
participant_24,east_north-east,south-west,no,,spatial,,19951
participant_24,west_north,south-east,no,,spatial,,21070
participant_24,south-east_south,north-west,no,,spatial,,51285
participant_24,north-east_south-west,nvc,no,,spatial,,24542
participant_24,north_north-east,south-west,no,,spatial,,17714
participant_24,south_east,north-west,no,,spatial,,98262
participant_24,east_south-west,north,no,,spatial,,57689
participant_24,south_west,north-east,no,,spatial,,41507
participant_24,east_north-west,south,no,,spatial,,23647
participant_24,north_south-west,east,no,,spatial,,14965
participant_24,north_north-west,south-east,no,,spatial,,35147
participant_24,north-east_north-east,south-west,no,,spatial,,18959
participant_24,south-east_west,north,no,,spatial,,28136
participant_24,north_south-east,west,no,,spatial,,32917
participant_24,south_south,north,no,,spatial,,9657
participant_25,north-east_south-west,nvc,yes,when it felt like they could be in the same place,spatial,,21619
participant_25,south_north,nvc,yes,when it felt like they could be in the same place,spatial,,11694
participant_25,east_south-west,north-east,yes,when it felt like they could be in the same place,spatial,,26646
participant_25,east_north-east,south,yes,when it felt like they could be in the same place,spatial,,22006
participant_25,north-east_south-east,west,yes,when it felt like they could be in the same place,spatial,,28944
participant_25,north-west_north-west,south-east,yes,when it felt like they could be in the same place,spatial,,27212
participant_25,east_south-east,north-west,yes,when it felt like they could be in the same place,spatial,,28123
participant_25,west_south,north-east,yes,when it felt like they could be in the same place,spatial,,13759
participant_25,north-west_north-east,south,yes,when it felt like they could be in the same place,spatial,,17945
participant_25,north_south-west,east,yes,when it felt like they could be in the same place,spatial,,15582
participant_25,north_north-east,south-west,yes,when it felt like they could be in the same place,spatial,,15028
participant_25,south_east,north-east,yes,when it felt like they could be in the same place,spatial,,15701
participant_25,west_east,east,yes,when it felt like they could be in the same place,spatial,,13567
participant_25,east_north-west,south,yes,when it felt like they could be in the same place,spatial,,19012
participant_25,south-west_east,north-east,yes,when it felt like they could be in the same place,spatial,,18957
participant_25,north-west_south-west,east,yes,when it felt like they could be in the same place,spatial,,16550
participant_25,south_south,north,yes,when it felt like they could be in the same place,spatial,,17971
participant_25,south-east_south,north-east,yes,when it felt like they could be in the same place,spatial,,15418
participant_25,south-east_north,west,yes,when it felt like they could be in the same place,spatial,,30146
participant_25,south-east_east,north-west,yes,when it felt like they could be in the same place,spatial,,29847
participant_25,south-west_south,north-east,yes,when it felt like they could be in the same place,spatial,,19549
participant_25,west_west,nvc,yes,when it felt like they could be in the same place,spatial,,63138
participant_25,north-east_north-east,south,yes,when it felt like they could be in the same place,spatial,,25431
participant_25,south_west,north-east,yes,when it felt like they could be in the same place,spatial,,19644
participant_25,south-west_west,north-east,yes,when it felt like they could be in the same place,spatial,,39378
participant_25,south-west_north,east,yes,when it felt like they could be in the same place,spatial,,23186
participant_25,north-east_north-west,south,yes,when it felt like they could be in the same place,spatial,,33560
participant_25,north_south-east,west,yes,when it felt like they could be in the same place,spatial,,72241
participant_25,west_north,south-east,yes,when it felt like they could be in the same place,spatial,,15000
participant_25,south-east_west,north,yes,when it felt like they could be in the same place,spatial,,22068
participant_25,north_north-west,south-east,yes,when it felt like they could be in the same place,spatial,,17979
participant_25,north-west_south-east,nvc,yes,when it felt like they could be in the same place,spatial,,26643
participant_26,north-east_south-east,west,no,,spatial,,30806
participant_26,north_south-east,west,no,,spatial,,37310
participant_26,west_south,north-west,no,,spatial,,16146
participant_26,east_south-west,north,no,,spatial,,17653
participant_26,north-east_north-west,south,no,,spatial,,28361
participant_26,north-west_north-east,south,no,,spatial,,21418
participant_26,south_west,south-east,no,,spatial,,14952
participant_26,south-west_north,east,no,,spatial,,12468
participant_26,north-east_south-west,nvc,no,,spatial,,10265
participant_26,south-west_east,north,no,,spatial,,16235
participant_26,north-west_north-west,south-east,no,,spatial,,12833
participant_26,north-east_north-east,south-west,no,,spatial,,24728
participant_26,south-east_east,north-west,no,,spatial,,24372
participant_26,south-east_south,east,no,,spatial,,159293
participant_26,south_north,nvc,no,,spatial,,158383
participant_26,south-east_west,north-east,no,,spatial,,27583
participant_26,east_south-east,north,no,,spatial,,20620
participant_26,north-west_south-east,nvc,no,,spatial,,39352
participant_26,east_north-east,south-west,no,,spatial,,23180
participant_26,north-west_south-west,east,no,,spatial,,35167
participant_26,east_north-west,south,no,,spatial,,61625
participant_26,south-west_west,north-east,no,,spatial,,21639
participant_26,north_north-west,east,no,,spatial,,20424
participant_26,west_north,south-east,no,,spatial,,45440
participant_26,south-west_south,north-east,no,,spatial,,16661
participant_26,west_west,east,no,,spatial,,12050
participant_26,south_south,north,no,,spatial,,49081
participant_26,south-east_north,east,no,,spatial,,15930
participant_26,north_south-west,east,no,,spatial,,16695
participant_26,north_north-east,south-west,no,,spatial,,21140
participant_26,west_east,east,no,,spatial,,28509
participant_26,south_east,north-east,no,,spatial,,26638
participant_27,east_north-west,south,no,,verbal,I,18673
participant_27,north-east_south-west,nvc,no,,verbal,I,83951
participant_27,north-west_south-west,east,no,,verbal,I,18763
participant_27,south-east_west,north,no,,verbal,I,14867
participant_27,north_north-west,south-west,no,,verbal,I,18328
participant_27,north-west_north-west,south-east,no,,verbal,I,18347
participant_27,north_north-east,south-west,no,,verbal,I,67202
participant_27,north_south-east,west,no,,verbal,I,17960
participant_27,north_south-west,east,no,,verbal,I,35283
participant_27,west_south,north-east,no,,verbal,I,14854
participant_27,south-west_north,east,no,,verbal,I,29330
participant_27,south-east_south,south-east,no,,verbal,I,3707
participant_27,east_south-east,north-west,no,,verbal,I,32916
participant_27,north-east_south-east,west,no,,verbal,I,2886
participant_27,west_east,east,no,,verbal,I,15349
participant_27,south_south,north-west,no,,verbal,I,1597
participant_27,east_north-east,south-west,no,,verbal,I,29813
participant_27,south_west,north-east,no,,verbal,I,15358
participant_27,west_west,west,no,,verbal,I,20565
participant_27,north-east_north-west,south,no,,verbal,I,34645
participant_27,north-east_north-east,south-east,no,,verbal,I,33813
participant_27,south-west_east,east,no,,verbal,I,41030
participant_27,south-east_north,west,no,,verbal,I,26498
participant_27,west_north,south-east,no,,verbal,I,16520
participant_27,north-west_north-east,south-west,no,,verbal,I,4330
participant_27,south-west_west,south-west,no,,verbal,I,27287
participant_27,south-east_east,north-west,no,,verbal,I,17883
participant_27,east_south-west,south-west,no,,verbal,I,17953
participant_27,south_east,north-west,no,,verbal,I,16637
participant_27,south-west_south,north-east,no,,verbal,I,29147
participant_27,north-west_south-east,south,no,,verbal,I,16259
participant_27,south_north,nvc,no,,verbal,I,37997
participant_28,south-east_south,south-east,yes,I tried my best to get the correct answer however I wasn't confident in all of them,spatial,,43164
participant_28,north_south-east,south-east,yes,I tried my best to get the correct answer however I wasn't confident in all of them,spatial,,25900
participant_28,north-west_north-east,south,yes,I tried my best to get the correct answer however I wasn't confident in all of them,spatial,,22891
participant_28,west_north,south-east,yes,I tried my best to get the correct answer however I wasn't confident in all of them,spatial,,28666
participant_28,north-east_north-east,south,yes,I tried my best to get the correct answer however I wasn't confident in all of them,spatial,,42403
participant_28,north-east_south-west,nvc,yes,I tried my best to get the correct answer however I wasn't confident in all of them,spatial,,59028
participant_28,east_north-east,south-west,yes,I tried my best to get the correct answer however I wasn't confident in all of them,spatial,,27165
participant_28,south-east_east,north-west,yes,I tried my best to get the correct answer however I wasn't confident in all of them,spatial,,37181
participant_28,south-east_north,west,yes,I tried my best to get the correct answer however I wasn't confident in all of them,spatial,,24973
participant_28,south-west_east,south,yes,I tried my best to get the correct answer however I wasn't confident in all of them,spatial,,23601
participant_28,north-west_south-west,east,yes,I tried my best to get the correct answer however I wasn't confident in all of them,spatial,,16000
participant_28,south_east,north-west,yes,I tried my best to get the correct answer however I wasn't confident in all of them,spatial,,23662
participant_28,north-east_south-east,west,yes,I tried my best to get the correct answer however I wasn't confident in all of them,spatial,,29755
participant_28,east_south-west,north,yes,I tried my best to get the correct answer however I wasn't confident in all of them,spatial,,59552
participant_28,north-west_south-east,nvc,yes,I tried my best to get the correct answer however I wasn't confident in all of them,spatial,,23142
participant_28,north-west_north-west,south-east,yes,I tried my best to get the correct answer however I wasn't confident in all of them,spatial,,29481
participant_28,east_south-east,north-west,yes,I tried my best to get the correct answer however I wasn't confident in all of them,spatial,,33252
participant_28,south_north,nvc,yes,I tried my best to get the correct answer however I wasn't confident in all of them,spatial,,80907
participant_28,north_south-west,east,yes,I tried my best to get the correct answer however I wasn't confident in all of them,spatial,,104978
participant_28,south-west_north,east,yes,I tried my best to get the correct answer however I wasn't confident in all of them,spatial,,34874
participant_28,east_north-west,south,yes,I tried my best to get the correct answer however I wasn't confident in all of them,spatial,,63872
participant_28,north_north-west,south-east,yes,I tried my best to get the correct answer however I wasn't confident in all of them,spatial,,2409832
participant_28,west_east,south,yes,I tried my best to get the correct answer however I wasn't confident in all of them,spatial,,32114
participant_28,north-east_north-west,south,yes,I tried my best to get the correct answer however I wasn't confident in all of them,spatial,,83618
participant_28,south-east_west,north-west,yes,I tried my best to get the correct answer however I wasn't confident in all of them,spatial,,388608
participant_28,south-west_south,south-west,yes,I tried my best to get the correct answer however I wasn't confident in all of them,spatial,,51965
participant_28,north_north-east,north-east,yes,I tried my best to get the correct answer however I wasn't confident in all of them,spatial,,64210
participant_28,south-west_west,north-east,yes,I tried my best to get the correct answer however I wasn't confident in all of them,spatial,,47882
participant_28,south_west,south-west,yes,I tried my best to get the correct answer however I wasn't confident in all of them,spatial,,45524
participant_28,west_west,nvc,yes,I tried my best to get the correct answer however I wasn't confident in all of them,spatial,,31057
participant_28,west_south,north-east,yes,I tried my best to get the correct answer however I wasn't confident in all of them,spatial,,28724
participant_28,south_south,nvc,yes,I tried my best to get the correct answer however I wasn't confident in all of them,spatial,,21844
participant_29,north-east_north-west,south,no,,verbal,,22020
participant_29,west_south,north-east,no,,verbal,,18740
participant_29,west_east,east,no,,verbal,,20489
participant_29,north-west_north-west,south-west,no,,verbal,,25958
participant_29,east_north-west,south-east,no,,verbal,,30448
participant_29,south-west_east,north,no,,verbal,,42013
participant_29,south_east,north-west,no,,verbal,,28852
participant_29,north-west_north-east,south,no,,verbal,,58073
participant_29,south-east_east,north-west,no,,verbal,,18774
participant_29,south-east_south,north-east,no,,verbal,,47844
participant_29,north_north-west,south-east,no,,verbal,,49302
participant_29,south_north,north,no,,verbal,,51767
participant_29,south-west_south,north-east,no,,verbal,,37359
participant_29,south-east_north,west,no,,verbal,,54769
participant_29,north-west_south-east,north-east,no,,verbal,,53162
participant_29,east_north-east,south,no,,verbal,,28137
participant_29,south-east_west,north,no,,verbal,,30518
participant_29,north_south-west,east,no,,verbal,,37922
participant_29,south-west_north,south-east,no,,verbal,,38104
participant_29,north_north-east,south-west,no,,verbal,,100787
participant_29,south_south,north,no,,verbal,,27813
participant_29,west_west,east,no,,verbal,,24774
participant_29,north-east_south-east,west,no,,verbal,,46346
participant_29,west_north,south-east,no,,verbal,,25169
participant_29,north-east_south-west,north-east,no,,verbal,,53473
participant_29,east_south-west,north,no,,verbal,,27644
participant_29,south-west_west,south-west,no,,verbal,,37504
participant_29,north-west_south-west,east,no,,verbal,,25137
participant_29,north-east_north-east,north-east,no,,verbal,,33524
participant_29,south_west,north-east,no,,verbal,,26476
participant_29,east_south-east,south-east,no,,verbal,,35981
participant_29,north_south-east,west,no,,verbal,,27458
participant_3,north-east_south-east,north-west,yes,I tried to picture the positions of the different buildings but did find it difficult,other,A bit of both,23614
participant_3,north_south-east,north-west,yes,I tried to picture the positions of the different buildings but did find it difficult,other,A bit of both,8081
participant_3,south-east_east,north-east,yes,I tried to picture the positions of the different buildings but did find it difficult,other,A bit of both,8000
participant_3,east_south-west,north-east,yes,I tried to picture the positions of the different buildings but did find it difficult,other,A bit of both,9377
participant_3,north_north-east,south-west,yes,I tried to picture the positions of the different buildings but did find it difficult,other,A bit of both,8744
participant_3,north-west_south-west,north,yes,I tried to picture the positions of the different buildings but did find it difficult,other,A bit of both,12179
participant_3,west_west,east,yes,I tried to picture the positions of the different buildings but did find it difficult,other,A bit of both,16189
participant_3,south_west,north-east,yes,I tried to picture the positions of the different buildings but did find it difficult,other,A bit of both,16515
participant_3,north-west_north-east,south-west,yes,I tried to picture the positions of the different buildings but did find it difficult,other,A bit of both,8326
participant_3,south-east_west,north-east,yes,I tried to picture the positions of the different buildings but did find it difficult,other,A bit of both,11922
participant_3,south_east,north,yes,I tried to picture the positions of the different buildings but did find it difficult,other,A bit of both,29552
participant_3,south-west_west,north,yes,I tried to picture the positions of the different buildings but did find it difficult,other,A bit of both,11747
participant_3,south-west_north,north,yes,I tried to picture the positions of the different buildings but did find it difficult,other,A bit of both,18186
participant_3,south_north,north,yes,I tried to picture the positions of the different buildings but did find it difficult,other,A bit of both,14110
participant_3,east_north-east,south-west,yes,I tried to picture the positions of the different buildings but did find it difficult,other,A bit of both,15735
participant_3,west_east,west,yes,I tried to picture the positions of the different buildings but did find it difficult,other,A bit of both,32523
participant_3,north-east_north-east,south-west,yes,I tried to picture the positions of the different buildings but did find it difficult,other,A bit of both,9959
participant_3,south-west_east,north-east,yes,I tried to picture the positions of the different buildings but did find it difficult,other,A bit of both,40837
participant_3,south_south,north,yes,I tried to picture the positions of the different buildings but did find it difficult,other,A bit of both,24770
participant_3,east_south-east,north-west,yes,I tried to picture the positions of the different buildings but did find it difficult,other,A bit of both,18330
participant_3,north-east_south-west,north,yes,I tried to picture the positions of the different buildings but did find it difficult,other,A bit of both,27584
participant_3,north-east_north-west,south-east,yes,I tried to picture the positions of the different buildings but did find it difficult,other,A bit of both,28286
participant_3,north_north-west,south,yes,I tried to picture the positions of the different buildings but did find it difficult,other,A bit of both,33321
participant_3,south-west_south,north,yes,I tried to picture the positions of the different buildings but did find it difficult,other,A bit of both,21521
participant_3,west_south,north,yes,I tried to picture the positions of the different buildings but did find it difficult,other,A bit of both,16867
participant_3,west_north,south-east,yes,I tried to picture the positions of the different buildings but did find it difficult,other,A bit of both,28551
participant_3,north_south-west,east,yes,I tried to picture the positions of the different buildings but did find it difficult,other,A bit of both,34504
participant_3,east_north-west,south-east,yes,I tried to picture the positions of the different buildings but did find it difficult,other,A bit of both,9974
participant_3,north-west_north-west,south-east,yes,I tried to picture the positions of the different buildings but did find it difficult,other,A bit of both,10752
participant_3,north-west_south-east,west,yes,I tried to picture the positions of the different buildings but did find it difficult,other,A bit of both,18380
participant_3,south-east_south,north,yes,I tried to picture the positions of the different buildings but did find it difficult,other,A bit of both,26940
participant_3,south-east_north,south,yes,I tried to picture the positions of the different buildings but did find it difficult,other,A bit of both,39063
participant_30,south-east_south,north-east,no,,verbal,,10612
participant_30,north-west_south-east,north-east,no,,verbal,,19627
participant_30,north-east_north-east,north-west,no,,verbal,,22812
participant_30,south-east_west,south-west,no,,verbal,,41429
participant_30,east_south-east,west,no,,verbal,,22127
participant_30,south_south,north,no,,verbal,,33309
participant_30,south-west_north,south,no,,verbal,,14593
participant_30,north-west_north-west,south-west,no,,verbal,,17462
participant_30,north-west_south-west,north-east,no,,verbal,,13163
participant_30,north-east_south-west,south-west,no,,verbal,,20524
participant_30,north_south-west,north-west,no,,verbal,,25116
participant_30,north_south-east,north-west,no,,verbal,,14726
participant_30,east_north-west,south-west,no,,verbal,,18641
participant_30,west_west,east,no,,verbal,,16747
participant_30,south-west_east,south-east,no,,verbal,,25558
participant_30,south-west_south,south-east,no,,verbal,,16693
participant_30,west_east,west,no,,verbal,,19899
participant_30,south_east,west,no,,verbal,,15183
participant_30,north-west_north-east,south-west,no,,verbal,,17108
participant_30,south_west,north-east,no,,verbal,,145746
participant_30,north_north-east,south-west,no,,verbal,,31595
participant_30,east_south-west,north-east,no,,verbal,,45490
participant_30,south-west_west,north-east,no,,verbal,,31624
participant_30,east_north-east,south-west,no,,verbal,,10065
participant_30,north_north-west,south-east,no,,verbal,,18924
participant_30,south-east_east,north-west,no,,verbal,,26877
participant_30,north-east_south-east,south-west,no,,verbal,,13014
participant_30,west_north,south,no,,verbal,,15586
participant_30,south_north,south,no,,verbal,,24650
participant_30,south-east_north,south-east,no,,verbal,,30160
participant_30,north-east_north-west,north-east,no,,verbal,,25094
participant_30,west_south,north,no,,verbal,,15328
participant_31,south-west_east,north,yes,got left and right mixed up sometimes,other,fingers on table for map,49882
participant_31,north-west_north-west,south-east,yes,got left and right mixed up sometimes,other,fingers on table for map,16195
participant_31,south_east,north-west,yes,got left and right mixed up sometimes,other,fingers on table for map,33553
participant_31,north-east_north-west,south,yes,got left and right mixed up sometimes,other,fingers on table for map,59052
participant_31,south-west_west,south,yes,got left and right mixed up sometimes,other,fingers on table for map,78946
participant_31,north-west_north-east,south,yes,got left and right mixed up sometimes,other,fingers on table for map,31887
participant_31,west_east,nvc,yes,got left and right mixed up sometimes,other,fingers on table for map,78437
participant_31,north-west_south-west,east,yes,got left and right mixed up sometimes,other,fingers on table for map,85828
participant_31,east_north-east,south-west,yes,got left and right mixed up sometimes,other,fingers on table for map,28349
participant_31,south-west_south,north-east,yes,got left and right mixed up sometimes,other,fingers on table for map,70256
participant_31,north-west_south-east,east,yes,got left and right mixed up sometimes,other,fingers on table for map,22534
participant_31,west_south,north-east,yes,got left and right mixed up sometimes,other,fingers on table for map,39525
participant_31,south_west,north-west,yes,got left and right mixed up sometimes,other,fingers on table for map,16582
participant_31,south-east_north,west,yes,got left and right mixed up sometimes,other,fingers on table for map,31631
participant_31,south-east_west,north-east,yes,got left and right mixed up sometimes,other,fingers on table for map,29398
participant_31,north_north-east,south-west,yes,got left and right mixed up sometimes,other,fingers on table for map,24786
participant_31,north-east_south-east,west,yes,got left and right mixed up sometimes,other,fingers on table for map,26785
participant_31,west_north,south-west,yes,got left and right mixed up sometimes,other,fingers on table for map,147117
participant_31,east_south-east,north-east,yes,got left and right mixed up sometimes,other,fingers on table for map,76360
participant_31,north_south-east,north-east,yes,got left and right mixed up sometimes,other,fingers on table for map,40425
participant_31,north_north-west,south-west,yes,got left and right mixed up sometimes,other,fingers on table for map,50840
participant_31,north_south-west,east,yes,got left and right mixed up sometimes,other,fingers on table for map,45345
participant_31,east_south-west,north,yes,got left and right mixed up sometimes,other,fingers on table for map,65010
participant_31,south_north,south,yes,got left and right mixed up sometimes,other,fingers on table for map,31301
participant_31,north-east_south-west,west,yes,got left and right mixed up sometimes,other,fingers on table for map,20638
participant_31,north-east_north-east,south-west,yes,got left and right mixed up sometimes,other,fingers on table for map,18306
participant_31,west_west,east,yes,got left and right mixed up sometimes,other,fingers on table for map,44021
participant_31,south-east_east,north,yes,got left and right mixed up sometimes,other,fingers on table for map,64555
participant_31,south-east_south,north-west,yes,got left and right mixed up sometimes,other,fingers on table for map,56840
participant_31,east_north-west,south-west,yes,got left and right mixed up sometimes,other,fingers on table for map,23751
participant_31,south_south,north,yes,got left and right mixed up sometimes,other,fingers on table for map,37019
participant_31,south-west_north,east,yes,got left and right mixed up sometimes,other,fingers on table for map,37617
participant_32,north-east_south-east,north,yes,"Really difficult to picture the map in my head. especially when dealing with north-east, southwest etc",spatial,,32765
participant_32,north_north-east,south-west,yes,"Really difficult to picture the map in my head. especially when dealing with north-east, southwest etc",spatial,,22325
participant_32,south_north,south,yes,"Really difficult to picture the map in my head. especially when dealing with north-east, southwest etc",spatial,,33120
