id,task,response,final,rt,correct,pause_before,substitutions
participant_13,LGXVL,LMMXL,LMXML,22334,False,8435,"[{""rule"": ""G->V"", ""rt"": 6690}, {""rule"": ""V->M"", ""rt"": 6718}]"
participant_13,LWNNW,LJNJJ,LJNNJ,39839,False,0,"[{""rule"": ""W->J"", ""rt"": 15369}]"
participant_13,NVLNQV,NVNRRF,RVRRFV,40570,False,2792,"[{""rule"": ""L->N"", ""rt"": 14927}, {""rule"": ""Q->F"", ""rt"": 5843}, {""rule"": ""N->R"", ""rt"": 10305}]"
participant_15,WLCWL,WLGWL,WLGWL,13941,True,0,"[{""rule"": ""C->G"", ""rt"": 3516}]"
participant_15,KKYQX,BBYQX,KKYQK,17568,False,20913,"[{""rule"": ""X->B"", ""rt"": 1887}, {""rule"": ""B->K"", ""rt"": 3663}]"
participant_15,XRGBX,XRGBX,WWGBW,15400,False,15040,"[{""rule"": ""X->R"", ""rt"": 3680}, {""rule"": ""R->W"", ""rt"": 1174}]"
participant_15,RWWCRH,RCCCRH,YTTTYH,23320,False,13470,"[{""rule"": ""W->C"", ""rt"": 6808}, {""rule"": ""R->Y"", ""rt"": 1870}, {""rule"": ""C->T"", ""rt"": 1503}]"
participant_15,ZYCXZV,ZYCCZT,ZYFFZT,26473,False,10084,"[{""rule"": ""X->C"", ""rt"": 5734}, {""rule"": ""V->T"", ""rt"": 4302}, {""rule"": ""C->F"", ""rt"": 1638}]"
participant_15,JNQVWC,CNQVWC,LNQVPL,23224,False,12210,"[{""rule"": ""J->C"", ""rt"": 4815}, {""rule"": ""W->P"", ""rt"": 1510}, {""rule"": ""C->L"", ""rt"": 736}]"
participant_15,VQLMGHG,VQLMKHK,VQLLLHL,25129,False,10583,"[{""rule"": ""G->K"", ""rt"": 3910}, {""rule"": ""K->M"", ""rt"": 1318}, {""rule"": ""M->L"", ""rt"": 1830}]"
participant_15,JHRZNDV,JNRZNDV,JDRZDDV,30129,False,19301,"[{""rule"": ""H->N"", ""rt"": 5221}, {""rule"": ""N->G"", ""rt"": 1470}, {""rule"": ""G->D"", ""rt"": 1182}]"
participant_16,RNPQHKZ,RNPQQQ,RNPQQQZ,23373,False,1140,"[{""rule"": ""H->K"", ""rt"": 1835}, {""rule"": ""K->T"", ""rt"": 1729}, {""rule"": ""T->Q"", ""rt"": 1960}]"
participant_16,XWJCNPJ,XWJCNG,XWJWNWJ,23914,False,1126,"[{""rule"": ""P->G"", ""rt"": 2138}, {""rule"": ""G->C"", ""rt"": 1773}, {""rule"": ""C->W"", ""rt"": 1760}]"
participant_16,DSMVBH,DSVVBH,JSGGBH,17285,False,966,"[{""rule"": ""M->V"", ""rt"": 1959}, {""rule"": ""D->J"", ""rt"": 1761}, {""rule"": ""V->G"", ""rt"": 1682}]"
participant_16,DHNKLD,SHKKLS,SHPPLS,24093,False,1232,"[{""rule"": ""N->K"", ""rt"": 1657}, {""rule"": ""D->S"", ""rt"": 1972}, {""rule"": ""K->P"", ""rt"": 2031}]"
participant_16,VLJJL,DLJGL,DLJJL,12530,False,0,"[{""rule"": ""V->D"", ""rt"": 5977}]"
participant_16,XLXNY,XLXNN,XLXBB,24561,False,12553,"[{""rule"": ""Y->N"", ""rt"": 7633}, {""rule"": ""N->B"", ""rt"": 3536}]"
participant_16,NBLBT,LBLBT,LBLBT,21263,True,1443,"[{""rule"": ""N->W"", ""rt"": 4343}, {""rule"": ""W->L"", ""rt"": 6544}]"
participant_16,CLRLCS,CWRWCR,CWFWCF,24006,False,1330,"[{""rule"": ""S->R"", ""rt"": 2899}, {""rule"": ""L->W"", ""rt"": 1998}, {""rule"": ""R->F"", ""rt"": 3621}]"
participant_17,QDPKVK,QVPTQV,WDWKSK,6083,False,608,"[{""rule"": ""P->Q"", ""rt"": 568}, {""rule"": ""V->S"", ""rt"": 212}, {""rule"": ""Q->W"", ""rt"": 384}]"
participant_17,YTJLDGG,YTLDJDFT,YTTTDGG,7938,False,412,"[{""rule"": ""L->W"", ""rt"": 515}, {""rule"": ""W->J"", ""rt"": 480}, {""rule"": ""J->T"", ""rt"": 232}]"
participant_17,DRPFLM,DSPLSM,DSVFSM,6004,False,683,"[{""rule"": ""R->L"", ""rt"": 313}, {""rule"": ""P->V"", ""rt"": 366}, {""rule"": ""L->S"", ""rt"": 431}]"
participant_17,GVZJQNM,JVZTYNM,GVQQQNM,8100,False,568,"[{""rule"": ""J->Z"", ""rt"": 350}, {""rule"": ""Z->T"", ""rt"": 382}, {""rule"": ""T->Q"", ""rt"": 197}]"
participant_17,QQGVWV,CTQQVT,QQCTCT,9737,False,1743,"[{""rule"": ""G->W"", ""rt"": 601}, {""rule"": ""V->T"", ""rt"": 645}, {""rule"": ""W->C"", ""rt"": 802}]"
participant_17,ZVNPN,QNNPN,VVNPN,17939,False,732,"[{""rule"": ""Z->Q"", ""rt"": 1299}, {""rule"": ""Q->V"", ""rt"": 1330}]"
participant_17,HHLVL,HHCVC,HHCVC,12756,True,0,"[{""rule"": ""L->C"", ""rt"": 3496}]"
participant_17,JNNXH,JNNQX,JNNQQ,14385,False,687,"[{""rule"": ""H->X"", ""rt"": 4247}, {""rule"": ""X->Q"", ""rt"": 1199}]"
participant_18,DVVDG,RVVRG,RVVRG,26400,True,0,"[{""rule"": ""D->R"", ""rt"": 8698}]"
participant_18,NKRHH,NHRRH,NHRHH,36121,False,37424,"[{""rule"": ""K->G"", ""rt"": 9375}, {""rule"": ""G->H"", ""rt"": 11350}]"
participant_18,WVNVD,SSNSD,SSNSD,26366,True,1959,"[{""rule"": ""W->V"", ""rt"": 10384}, {""rule"": ""V->S"", ""rt"": 6116}]"
participant_18,JDDVVP,MZZVVM,MZZVVM,33680,True,3162,"[{""rule"": ""P->J"", ""rt"": 8376}, {""rule"": ""D->Z"", ""rt"": 6636}, {""rule"": ""J->M"", ""rt"": 7872}]"
participant_18,GBNPFF,LLNXFF,LLNXFF,40190,True,11436,"[{""rule"": ""B->G"", ""rt"": 7007}, {""rule"": ""P->X"", ""rt"": 8774}, {""rule"": ""G->L"", ""rt"": 8600}]"
participant_18,YTPVKN,YCCSKN,YCCSKN,31131,True,51314,"[{""rule"": ""T->P"", ""rt"": 7524}, {""rule"": ""V->S"", ""rt"": 6778}, {""rule"": ""P->C"", ""rt"": 3309}]"
participant_18,GWVDTHG,VDHFTHJ,DWVDTDD,57902,False,5320,"[{""rule"": ""H->M"", ""rt"": 8092}, {""rule"": ""M->G"", ""rt"": 5841}, {""rule"": ""G->D"", ""rt"": 10790}]"
participant_18,YGXFQVH,YGXGQGH,YGXGQGH,45326,True,1155,"[{""rule"": ""F->V"", ""rt"": 12666}, {""rule"": ""V->N"", ""rt"": 7490}, {""rule"": ""N->G"", ""rt"": 8077}]"
participant_19,QKDPZFH,QXFZPHH,QKFFZFH,21572,False,4166,"[{""rule"": ""D->P"", ""rt"": 5340}, {""rule"": ""P->J"", ""rt"": 1944}, {""rule"": ""J->F"", ""rt"": 1235}]"
participant_19,DXHNGRH,DQQNNR,RXHRGRH,17204,False,3704,"[{""rule"": ""D->Q"", ""rt"": 3391}, {""rule"": ""Q->N"", ""rt"": 1948}, {""rule"": ""N->R"", ""rt"": 1079}]"
participant_19,ZTHGXC,ZNNGKX,ZNNGKC,37045,False,3436,"[{""rule"": ""H->T"", ""rt"": 6407}, {""rule"": ""X->K"", ""rt"": 4359}, {""rule"": ""T->N"", ""rt"": 4748}]"
participant_19,GMNNHD,GWWHS,GWNNSS,21171,False,4067,"[{""rule"": ""H->D"", ""rt"": 4256}, {""rule"": ""M->W"", ""rt"": 5326}, {""rule"": ""D->S"", ""rt"": 4895}]"
participant_19,BLLPC,BLLMM,BLLMM,21265,True,5059,"[{""rule"": ""C->P"", ""rt"": 10192}, {""rule"": ""P->M"", ""rt"": 2932}]"
participant_19,XQQWD,XQQWW,XQQWW,38715,True,5415,"[{""rule"": ""D->V"", ""rt"": 5730}, {""rule"": ""V->W"", ""rt"": 11328}]"
participant_19,GSJSJ,GJSJS,GSBSB,19595,False,0,"[{""rule"": ""J->B"", ""rt"": 3758}]"
participant_19,VFVFSX,XXXWSG,GFGFWG,38970,False,1592,"[{""rule"": ""V->X"", ""rt"": 5460}, {""rule"": ""S->W"", ""rt"": 5197}, {""rule"": ""X->G"", ""rt"": 5648}]"
participant_2,LLRRT,ZZRRT,ZZRRT,13353,True,0,"[{""rule"": ""L->Z"", ""rt"": 2232}]"
participant_2,TSSZX,TTTZX,TSSZT,28290,False,3906,"[{""rule"": ""X->P"", ""rt"": 3500}, {""rule"": ""P->T"", ""rt"": 14055}]"
participant_2,LRZPL,LVSVL,LVZVL,45701,False,7548,"[{""rule"": ""R->P"", ""rt"": 18609}, {""rule"": ""P->V"", ""rt"": 12361}]"
participant_2,XYXFZY,XFXBYZ,XBXBGB,82507,False,5555,"[{""rule"": ""Y->F"", ""rt"": 28329}, {""rule"": ""Z->G"", ""rt"": 4592}, {""rule"": ""F->B"", ""rt"": 1398}]"
participant_2,CYHGHL,CYMGML,CYMMMV,55808,False,7494,"[{""rule"": ""H->G"", ""rt"": 14831}, {""rule"": ""L->V"", ""rt"": 7897}, {""rule"": ""G->M"", ""rt"": 17280}]"
participant_2,KHDZFB,GHDZFG,GHCZFC,75407,False,8253,"[{""rule"": ""B->D"", ""rt"": 36105}, {""rule"": ""K->G"", ""rt"": 2427}, {""rule"": ""D->C"", ""rt"": 1878}]"
participant_2,ZPQSSCT,ZPNZSSP,TPTSSCT,26972,False,3993,"[{""rule"": ""Z->N"", ""rt"": 3461}, {""rule"": ""N->Q"", ""rt"": 4636}, {""rule"": ""Q->T"", ""rt"": 2415}]"
participant_2,WKYQJSP,WWWZCSP,WWYQWSP,25171,False,5998,"[{""rule"": ""J->K"", ""rt"": 3933}, {""rule"": ""K->F"", ""rt"": 2682}, {""rule"": ""F->W"", ""rt"": 2968}]"
participant_20,QXMFBD,QXMLVL,QXLFVL,67728,False,5660,"[{""rule"": ""D->M"", ""rt"": 12601}, {""rule"": ""B->V"", ""rt"": 19567}, {""rule"": ""M->L"", ""rt"": 6927}]"
participant_20,PZHKSGC,HZSKHCC,HZHKSGH,53962,False,1617,"[{""rule"": ""C->P"", ""rt"": 10104}, {""rule"": ""P->T"", ""rt"": 9270}, {""rule"": ""T->H"", ""rt"": 6568}]"
participant_20,GQDRLLN,GQDGLLG,GQDGLLG,98256,True,2974,"[{""rule"": ""N->V"", ""rt"": 8902}, {""rule"": ""V->R"", ""rt"": 15559}, {""rule"": ""R->G"", ""rt"": 16883}]"
participant_20,CWXCYK,BMXMMK,BMXBMK,88022,False,5045,"[{""rule"": ""W->Y"", ""rt"": 22798}, {""rule"": ""C->B"", ""rt"": 13949}, {""rule"": ""Y->M"", ""rt"": 23814}]"
participant_20,QGXGQ,QGZGQ,QGZGQ,28615,True,0,"[{""rule"": ""X->Z"", ""rt"": 7551}]"
participant_20,ZDGFD,ZDSSS,ZDSSD,37433,False,34635,"[{""rule"": ""F->G"", ""rt"": 13185}, {""rule"": ""G->S"", ""rt"": 5687}]"
participant_20,GTSTJ,GJSGJ,GJSJJ,60844,False,5385,"[{""rule"": ""T->Y"", ""rt"": 12536}, {""rule"": ""Y->J"", ""rt"": 29283}]"
participant_20,HWCCNW,PWCCTT,PTCCTT,50495,False,4016,"[{""rule"": ""W->N"", ""rt"": 11418}, {""rule"": ""H->P"", ""rt"": 4588}, {""rule"": ""N->T"", ""rt"": 10986}]"
participant_21,XQQXD,XFFXD,XFFXD,14976,True,0,"[{""rule"": ""Q->F"", ""rt"": 6265}]"
participant_21,WQTQR,WRTRR,WRTRR,23845,True,2272,"[{""rule"": ""Q->N"", ""rt"": 5563}, {""rule"": ""N->R"", ""rt"": 6570}]"
participant_21,RGZPR,DDZPR,DDZPD,21812,False,1304,"[{""rule"": ""G->R"", ""rt"": 10830}, {""rule"": ""R->D"", ""rt"": 4175}]"
participant_21,VJVRZR,WWWCZC,WWWCZC,37428,True,1212,"[{""rule"": ""J->V"", ""rt"": 12113}, {""rule"": ""R->C"", ""rt"": 10641}, {""rule"": ""V->W"", ""rt"": 6033}]"
participant_21,SPMDJJ,ZZMLLJ,ZZMLJJ,35372,False,1180,"[{""rule"": ""S->P"", ""rt"": 8551}, {""rule"": ""D->L"", ""rt"": 9206}, {""rule"": ""P->Z"", ""rt"": 8662}]"
participant_21,NDBTQL,QTBZLZ,JDZTJL,33546,False,1283,"[{""rule"": ""N->Q"", ""rt"": 14430}, {""rule"": ""B->Z"", ""rt"": 6239}, {""rule"": ""Q->J"", ""rt"": 1160}]"
participant_21,RBKMNRV,RNNRGG,RNNMNRV,48281,False,2995,"[{""rule"": ""K->H"", ""rt"": 11079}, {""rule"": ""H->B"", ""rt"": 11106}, {""rule"": ""B->N"", ""rt"": 10159}]"
participant_21,WLDGRBY,WLDGQL,WLDGDBD,38280,False,2917,"[{""rule"": ""Y->R"", ""rt"": 14805}, {""rule"": ""R->Q"", ""rt"": 8447}, {""rule"": ""Q->D"", ""rt"": 1385}]"
participant_22,CGPVYXQ,PGLVYXQ,GGGVYXQ,46821,False,20820,"[{""rule"": ""C->P"", ""rt"": 26875}, {""rule"": ""P->L"", ""rt"": 766}, {""rule"": ""L->G"", ""rt"": 662}]"
participant_22,DCLLMQN,DFLLNQD,NNLLMQN,25669,False,20775,"[{""rule"": ""C->F"", ""rt"": 3698}, {""rule"": ""F->D"", ""rt"": 991}, {""rule"": ""D->N"", ""rt"": 1057}]"
participant_22,FHZNCV,FHFZCV,YHBYCV,35829,False,10457,"[{""rule"": ""N->F"", ""rt"": 18765}, {""rule"": ""Z->B"", ""rt"": 1132}, {""rule"": ""F->Y"", ""rt"": 812}]"
participant_22,YLVMMJ,ZLLMMM,ZNNMMJ,26591,False,2376,"[{""rule"": ""V->L"", ""rt"": 2751}, {""rule"": ""Y->Z"", ""rt"": 2321}, {""rule"": ""L->N"", ""rt"": 1035}]"
participant_22,WXWXM,CXCXM,CXCXM,23746,True,0,"[{""rule"": ""W->C"", ""rt"": 3024}]"
participant_22,HZBHW,WZBWG,DZBDD,40641,False,27493,"[{""rule"": ""H->W"", ""rt"": 4700}, {""rule"": ""W->D"", ""rt"": 1545}]"
participant_22,QYHQX,QYHQQ,QQHQX,26861,False,9585,"[{""rule"": ""Y->W"", ""rt"": 2695}, {""rule"": ""W->Q"", ""rt"": 3498}]"
participant_22,SWDTWD,ZDDTDD,ZNNTNN,26978,False,11980,"[{""rule"": ""W->D"", ""rt"": 3128}, {""rule"": ""S->Z"", ""rt"": 1157}, {""rule"": ""D->N"", ""rt"": 2404}]"
participant_23,NWDCKG,PWTPYG,PWTTKG,30801,False,2774,"[{""rule"": ""D->C"", ""rt"": 7078}, {""rule"": ""N->P"", ""rt"": 3538}, {""rule"": ""C->T"", ""rt"": 6725}]"
participant_23,PXJRQWL,RXJLWL,LXJLQWL,32824,False,2275,"[{""rule"": ""R->P"", ""rt"": 8092}, {""rule"": ""P->K"", ""rt"": 6097}, {""rule"": ""K->L"", ""rt"": 4189}]"
participant_23,GHKCPPD,CWKCPPG,GHKGPPG,37435,False,1795,"[{""rule"": ""C->F"", ""rt"": 12042}, {""rule"": ""F->D"", ""rt"": 7001}, {""rule"": ""D->G"", ""rt"": 5080}]"
participant_23,TQRGBB,THRTYP,THRPPP,37570,False,2826,"[{""rule"": ""B->G"", ""rt"": 11442}, {""rule"": ""Q->H"", ""rt"": 6818}, {""rule"": ""G->P"", ""rt"": 4855}]"
participant_23,JBJDP,LBLBP,PBPDP,23881,False,6228,"[{""rule"": ""J->L"", ""rt"": 5645}, {""rule"": ""L->P"", ""rt"": 2086}]"
participant_23,CVFCS,CVTCT,CVTCT,23538,True,3438,"[{""rule"": ""S->F"", ""rt"": 5121}, {""rule"": ""F->T"", ""rt"": 8164}]"
participant_23,RYXQXQ,BYXRYR,BVXVXV,46426,False,2606,"[{""rule"": ""Q->Y"", ""rt"": 2378}, {""rule"": ""R->B"", ""rt"": 13436}, {""rule"": ""Y->V"", ""rt"": 2701}]"
participant_23,CCDDG,DDBBG,KKDDG,22018,False,0,"[{""rule"": ""C->K"", ""rt"": 3651}]"
participant_24,BWSLXSK,LWSLXSL,LWSLXSL,107480,True,1057,"[{""rule"": ""B->Q"", ""rt"": 12831}, {""rule"": ""Q->K"", ""rt"": 18230}, {""rule"": ""K->L"", ""rt"": 22254}]"
participant_24,LQKDVN,YQMDVY,YQMDVY,51376,True,1759,"[{""rule"": ""L->N"", ""rt"": 7558}, {""rule"": ""K->M"", ""rt"": 14062}, {""rule"": ""N->Y"", ""rt"": 15198}]"
participant_24,CHGDTT,ZWWDTT,ZWWDTT,31889,True,1083,"[{""rule"": ""G->H"", ""rt"": 6430}, {""rule"": ""C->Z"", ""rt"": 6119}, {""rule"": ""H->W"", ""rt"": 4951}]"
participant_24,XSLVFZT,XSLVXXT,XSLVXXT,47184,True,13725,"[{""rule"": ""Z->F"", ""rt"": 9493}, {""rule"": ""F->Q"", ""rt"": 6455}, {""rule"": ""Q->X"", ""rt"": 4431}]"
participant_24,LXTVL,LMMVL,LMMVL,15425,True,681,"[{""rule"": ""X->T"", ""rt"": 3559}, {""rule"": ""T->M"", ""rt"": 3390}]"
participant_24,XXTWM,TTTWM,TTTWM,19116,True,2284,"[{""rule"": ""X->Q"", ""rt"": 3750}, {""rule"": ""Q->T"", ""rt"": 3845}]"
participant_24,LYKYL,LSKSL,LSKSL,15302,True,0,"[{""rule"": ""Y->S"", ""rt"": 5054}]"
participant_24,RTMTZZ,HNMNHH,HNMNHH,55136,True,1473,"[{""rule"": ""Z->R"", ""rt"": 8582}, {""rule"": ""T->N"", ""rt"": 23319}, {""rule"": ""R->H"", ""rt"": 11030}]"
participant_25,ZFSSF,DFSSF,DFSSF,20610,True,0,"[{""rule"": ""Z->D"", ""rt"": 5931}]"
participant_25,GVSGC,SVSSC,SVSSC,38451,True,3331,"[{""rule"": ""G->Y"", ""rt"": 4098}, {""rule"": ""Y->S"", ""rt"": 10714}]"
participant_25,WXFSX,WDDFD,WDFDD,47401,False,7088,"[{""rule"": ""S->X"", ""rt"": 9222}, {""rule"": ""X->D"", ""rt"": 15806}]"
participant_25,BQBHXH,YQYZYZ,YQYZYZ,99230,True,1884,"[{""rule"": ""X->B"", ""rt"": 18149}, {""rule"": ""H->Z"", ""rt"": 8867}, {""rule"": ""B->Y"", ""rt"": 24680}]"
participant_25,VQRQCS,KKRKKD,KKRKCD,46784,False,1934,"[{""rule"": ""Q->V"", ""rt"": 11699}, {""rule"": ""S->D"", ""rt"": 5047}, {""rule"": ""V->K"", ""rt"": 8066}]"
participant_25,XMTHFD,XXTRRD,XNTRRD,37666,False,2169,"[{""rule"": ""F->H"", ""rt"": 7798}, {""rule"": ""M->N"", ""rt"": 8949}, {""rule"": ""H->R"", ""rt"": 5615}]"
participant_25,TLBZGGM,ZZGHBM,TTBTGGM,33616,False,1085,"[{""rule"": ""L->H"", ""rt"": 5281}, {""rule"": ""H->Z"", ""rt"": 7182}, {""rule"": ""Z->T"", ""rt"": 1014}]"
participant_25,QVWNFDP,NNNNNN,PVWNPDP,22835,False,1262,"[{""rule"": ""F->Q"", ""rt"": 4782}, {""rule"": ""Q->K"", ""rt"": 780}, {""rule"": ""K->P"", ""rt"": 369}]"
participant_26,SBDTVJ,ZBZPCJ,ZBZTCJ,46983,False,1365,"[{""rule"": ""S->D"", ""rt"": 5934}, {""rule"": ""V->C"", ""rt"": 7950}, {""rule"": ""D->Z"", ""rt"": 18128}]"
participant_26,WQBVDPW,BQGBWQG,BQBVDBB,70897,False,10102,"[{""rule"": ""P->G"", ""rt"": 8672}, {""rule"": ""G->W"", ""rt"": 6095}, {""rule"": ""W->B"", ""rt"": 1906}]"
participant_26,FPWQPV,KHWQHH,KHWQHH,52910,True,24960,"[{""rule"": ""P->V"", ""rt"": 10072}, {""rule"": ""F->K"", ""rt"": 11454}, {""rule"": ""V->H"", ""rt"": 5806}]"
participant_26,FSHPZMN,FSHPSMS,FSHPSMS,32094,True,3395,"[{""rule"": ""N->Z"", ""rt"": 8293}, {""rule"": ""Z->L"", ""rt"": 6280}, {""rule"": ""L->S"", ""rt"": 5760}]"
participant_26,PLWYY,PLKKK,PLKKK,18316,True,31712,"[{""rule"": ""Y->W"", ""rt"": 6735}, {""rule"": ""W->K"", ""rt"": 2958}]"
participant_26,HFGHP,HGHGP,HGGHP,22332,False,14557,"[{""rule"": ""F->W"", ""rt"": 2812}, {""rule"": ""W->G"", ""rt"": 9977}]"
participant_26,MMNQN,YYNQN,YYNQN,13291,True,0,"[{""rule"": ""M->Y"", ""rt"": 4180}]"
participant_26,JVTTHH,NNPPHH,NNPPHH,41231,True,10161,"[{""rule"": ""J->V"", ""rt"": 8602}, {""rule"": ""T->P"", ""rt"": 6506}, {""rule"": ""V->N"", ""rt"": 4611}]"
participant_27,TQTQX,LQLQX,LQLQX,14797,True,0,"[{""rule"": ""T->L"", ""rt"": 5508}]"
participant_27,KXVFX,KXKFX,KXKFX,31155,True,3433,"[{""rule"": ""V->W"", ""rt"": 6128}, {""rule"": ""W->K"", ""rt"": 14463}]"
participant_27,QQJDZ,CCJCZ,CCJCZ,18813,True,4801,"[{""rule"": ""Q->D"", ""rt"": 6947}, {""rule"": ""D->C"", ""rt"": 3479}]"
participant_27,WYFFVY,RRFFVR,RRSSVR,50601,False,1786,"[{""rule"": ""Y->W"", ""rt"": 19839}, {""rule"": ""F->S"", ""rt"": 6825}, {""rule"": ""W->R"", ""rt"": 10209}]"
participant_27,TSMWVW,RSRLVL,RSRLVL,36374,True,4198,"[{""rule"": ""M->T"", ""rt"": 8403}, {""rule"": ""W->L"", ""rt"": 9418}, {""rule"": ""T->R"", ""rt"": 8826}]"
participant_27,ZKBHQP,ZKPHQP,ZKXLQL,31182,False,13412,"[{""rule"": ""H->P"", ""rt"": 12154}, {""rule"": ""B->X"", ""rt"": 2719}, {""rule"": ""P->L"", ""rt"": 624}]"
participant_27,WBBDJRG,DBBJRJD,DBBDJRD,58065,False,7368,"[{""rule"": ""G->N"", ""rt"": 12374}, {""rule"": ""N->W"", ""rt"": 13480}, {""rule"": ""W->D"", ""rt"": 14731}]"
participant_27,QFSPVCB,QFSZBCB,FFSPVFB,52019,False,3885,"[{""rule"": ""Q->C"", ""rt"": 8043}, {""rule"": ""C->Z"", ""rt"": 12361}, {""rule"": ""Z->F"", ""rt"": 3147}]"
participant_28,VSQTCHX,THHTSTX,VSHHCHX,45092,False,4458,"[{""rule"": ""T->Q"", ""rt"": 10245}, {""rule"": ""Q->Z"", ""rt"": 8958}, {""rule"": ""Z->H"", ""rt"": 6750}]"
participant_28,GFCTKTB,GFCTBTB,GFBTBTB,43633,False,1360,"[{""rule"": ""K->N"", ""rt"": 6432}, {""rule"": ""N->C"", ""rt"": 9514}, {""rule"": ""C->B"", ""rt"": 7229}]"
participant_28,LDQKYJ,LDNKYP,PDNKYP,42206,False,1581,"[{""rule"": ""L->J"", ""rt"": 10908}, {""rule"": ""Q->N"", ""rt"": 11595}, {""rule"": ""J->P"", ""rt"": 3927}]"
participant_28,RSZMWS,LSZBWS,LSXLWS,43827,False,5719,"[{""rule"": ""R->M"", ""rt"": 18890}, {""rule"": ""Z->X"", ""rt"": 4003}, {""rule"": ""M->L"", ""rt"": 4872}]"
participant_28,TJXTFF,TBBBCC,TBBTCC,41456,False,1675,"[{""rule"": ""J->X"", ""rt"": 11800}, {""rule"": ""F->C"", ""rt"": 5099}, {""rule"": ""X->B"", ""rt"": 14547}]"
participant_28,SSMYZ,SSMMZ,SSMMZ,20644,True,3973,"[{""rule"": ""Y->B"", ""rt"": 6919}, {""rule"": ""B->M"", ""rt"": 6447}]"
participant_28,RRMMD,RRMMG,RRMMG,12378,True,0,"[{""rule"": ""D->G"", ""rt"": 3888}]"
participant_28,BNQBD,BNZBZ,BNZBZ,26141,True,2485,"[{""rule"": ""Q->D"", ""rt"": 7029}, {""rule"": ""D->Z"", ""rt"": 7046}]"
participant_29,HWVWH,RWVWR,RWVWR,24060,True,0,"[{""rule"": ""H->R"", ""rt"": 5991}]"
participant_29,PFPQW,WFWWW,WFWQW,45796,False,3767,"[{""rule"": ""P->B"", ""rt"": 3235}, {""rule"": ""B->W"", ""rt"": 11468}]"
participant_29,LKCSC,SKCSC,PKCPC,22004,False,2158,"[{""rule"": ""S->L"", ""rt"": 3619}, {""rule"": ""L->P"", ""rt"": 8083}]"
participant_29,ZNMZMW,ZVVZVG,ZVVZVG,32040,True,5268,"[{""rule"": ""N->M"", ""rt"": 6088}, {""rule"": ""W->G"", ""rt"": 7537}, {""rule"": ""M->V"", ""rt"": 5343}]"
participant_29,DBZCDL,DBYYBH,DBYYDH,22262,False,2322,"[{""rule"": ""Z->C"", ""rt"": 4124}, {""rule"": ""L->H"", ""rt"": 4625}, {""rule"": ""C->Y"", ""rt"": 4073}]"
participant_29,VBQYLD,VBPYFP,VBPYFP,25520,True,8076,"[{""rule"": ""D->Q"", ""rt"": 3306}, {""rule"": ""L->F"", ""rt"": 5857}, {""rule"": ""Q->P"", ""rt"": 5218}]"
participant_29,JBYKRJS,JYYKYKS,JYYKYJS,33385,False,3448,"[{""rule"": ""B->Z"", ""rt"": 4139}, {""rule"": ""Z->R"", ""rt"": 6773}, {""rule"": ""R->Y"", ""rt"": 7721}]"
participant_29,WMXHDKQ,VMXVVVQ,WMXHHHQ,26518,False,3174,"[{""rule"": ""D->K"", ""rt"": 4966}, {""rule"": ""K->V"", ""rt"": 4491}, {""rule"": ""V->H"", ""rt"": 4584}]"
participant_3,WJKCNQK,WNFVCKF,WNNCNQN,67628,False,2087,"[{""rule"": ""K->V"", ""rt"": 24318}, {""rule"": ""V->J"", ""rt"": 7151}, {""rule"": ""J->N"", ""rt"": 1284}]"
participant_3,RXDMGQW,XXDRGXW,XXDMGXW,53492,False,1690,"[{""rule"": ""Q->R"", ""rt"": 4586}, {""rule"": ""R->J"", ""rt"": 7867}, {""rule"": ""J->X"", ""rt"": 9597}]"
participant_3,XPTZFV,MXPFVT,MPTMLV,35447,False,1770,"[{""rule"": ""X->Z"", ""rt"": 10031}, {""rule"": ""F->L"", ""rt"": 3051}, {""rule"": ""Z->M"", ""rt"": 1785}]"
participant_3,HHWVRF,HHSFNS,HHSNNF,35556,False,1936,"[{""rule"": ""V->R"", ""rt"": 4004}, {""rule"": ""W->S"", ""rt"": 6084}, {""rule"": ""R->N"", ""rt"": 7140}]"
participant_3,RHKKV,PHPPV,PHPPV,19081,True,1861,"[{""rule"": ""R->K"", ""rt"": 5252}, {""rule"": ""K->P"", ""rt"": 4721}]"
participant_3,NMYYB,NMNNB,NMNNB,24123,True,3617,"[{""rule"": ""Y->V"", ""rt"": 5133}, {""rule"": ""V->N"", ""rt"": 7586}]"
participant_3,FFCXC,NNCXC,NNCXC,31836,True,0,"[{""rule"": ""F->N"", ""rt"": 12156}]"
participant_3,VFLVGG,VFLVGG,CSSCGG,46876,False,3732,"[{""rule"": ""L->F"", ""rt"": 12266}, {""rule"": ""V->C"", ""rt"": 7485}, {""rule"": ""F->S"", ""rt"": 1498}]"
participant_30,BXJLCYK,BXJLXCK,BXJLXXK,98528,False,3199,"[{""rule"": ""Y->C"", ""rt"": 4147}, {""rule"": ""C->W"", ""rt"": 3016}, {""rule"": ""W->X"", ""rt"": 2375}]"
participant_30,SVLSBWR,VVLVBWS,VVLVBWV,104585,False,3979,"[{""rule"": ""R->F"", ""rt"": 3772}, {""rule"": ""F->S"", ""rt"": 4031}, {""rule"": ""S->V"", ""rt"": 6159}]"
